,date,men_gold,men_silver,men_bronze,total_gold,total_silver,total_bronze,women_gold,women_silver,women_bronze,total_medals,men_total,women_total,Fencing,Judo,Skateboarding,Swimming,country,Canoe Slalom,Cycling Road,Cycling Mountain Bike,Diving,Rugby Sevens,Archery,Shooting,Artistic Gymnastics,Equestrian,Table Tennis,Cycling BMX Freestyle,Triathlon,Rowing,Athletics,Badminton,Tennis,Trampoline Gymnastics,Cycling BMX Racing,Sailing,Boxing,Golf,3x3 Basketball,Surfing,Cycling Track,Wrestling,Artistic Swimming,Weightlifting,Sport Climbing,Taekwondo,Canoe Sprint,Marathon Swimming,Hockey,Football,Volleyball,Breaking,Rhythmic Gymnastics,Beach Volleyball
353,2024-08-04,0,0,1,1,0,1,1,0,0,6,3,3,,,,,Guatemala,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2024-08-04,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Algeria,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2024-08-04,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Argentina,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
356,2024-08-04,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Chile,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2024-08-04,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Dominica,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
358,2024-08-04,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Ecuador,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
359,2024-08-04,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Saint Lucia,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
360,2024-08-04,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Norway,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
361,2024-08-04,1,0,0,1,0,0,0,0,0,3,3,0,,"(1, 0, 0)",,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2024-08-04,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Uganda,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
363,2024-08-04,0,1,1,0,2,1,0,1,0,9,6,3,,,,,Jamaica,,,,,,,,,,,,,,"(0, 2, 1)",,,,,,,,,,,,,,,,,,,,,,,
364,2024-08-04,0,1,0,0,2,1,0,1,1,9,3,6,,"(0, 1, 0)",,,Mexico,,,,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2024-08-04,0,1,0,0,2,1,0,1,1,9,3,6,,,,,DPR Korea,,,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
366,2024-08-04,0,1,3,0,1,4,0,0,1,15,12,3,,"(0, 0, 1)",,"(0, 1, 0)",Greece,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,
367,2024-08-04,0,0,1,0,1,3,0,1,2,12,3,9,"(0, 0, 1)",,,,Poland,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,
368,2024-08-04,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 1, 1)",,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2024-08-04,0,0,1,0,1,0,0,1,1,3,3,6,,,,,Türkiye,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2024-08-04,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Armenia,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2024-08-04,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Denmark,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2024-08-04,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Ethiopia,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
373,2024-08-04,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Fiji,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2024-08-04,0,1,0,0,1,0,0,0,0,3,3,0,,"(0, 1, 0)",,,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2024-08-04,0,1,0,0,1,0,0,0,0,3,3,0,"(0, 1, 0)",,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2024-08-04,0,0,1,0,0,1,0,0,3,3,3,9,,,,,India,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2024-08-04,0,0,3,0,0,3,0,0,0,9,9,0,,"(0, 0, 2)",,,Tajikistan,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
378,2024-08-04,0,0,2,0,0,2,0,0,0,6,6,0,,,,,Dominican Republic,,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
379,2024-08-04,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 2)",,,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Cabo Verde,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
382,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Cuba,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
383,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,"(0, 0, 1)",,,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Grenada,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
385,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Indonesia,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,
386,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Lithuania,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
387,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Malaysia,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,
388,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,2024-08-04,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Slovakia,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2024-08-05,7,10,12,1,3,1,0,1,0,15,87,3,"(2, 1, 1)",,"(0, 1, 1)","(8, 13, 7)",United States,"(0, 0, 1)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 1, 1)","(1, 3, 1)","(3, 1, 6)","(0, 1, 0)",,"(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(3, 4, 4)",,"(0, 1, 1)",,,"(0, 0, 1)",,"(1, 0, 0)","(0, 0, 1)","(1, 0, 0)",,,,,,,,,,,,,,
391,2024-08-05,11,7,5,3,2,1,21,18,14,18,69,159,,"(0, 0, 1)",,"(2, 3, 7)",China,,,,"(4, 0, 0)",,"(0, 1, 0)","(5, 2, 3)","(2, 5, 2)",,"(3, 1, 0)","(1, 0, 0)",,,"(1, 1, 0)","(2, 3, 0)","(1, 1, 0)","(0, 1, 1)",,,,,,,,,,,,,,,,,,,,
392,2024-08-05,9,9,10,1,0,0,0,1,1,3,84,6,"(1, 4, 2)","(2, 2, 6)",,"(4, 1, 2)",France,"(1, 2, 0)","(0, 1, 1)","(1, 1, 0)",,"(1, 0, 0)","(0, 1, 1)","(0, 1, 0)",,"(0, 1, 1)","(0, 0, 1)","(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 0, 1)",,,"(0, 1, 0)","(1, 0, 1)",,,,,,,,,,,,,,
393,2024-08-05,2,6,1,0,0,1,0,1,0,3,27,3,,,,"(7, 8, 3)",Australia,"(3, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(0, 1, 2)",,"(1, 0, 0)",,"(1, 0, 0)","(0, 1, 0)",,,,"(0, 1, 0)",,,,,,,,,,,,,,
394,2024-08-05,5,10,4,0,0,2,2,0,3,6,57,15,,,,"(1, 4, 0)",Great Britain,"(0, 2, 2)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 1, 0)","(0, 0, 2)","(2, 0, 3)",,"(0, 1, 0)","(1, 0, 2)","(3, 2, 3)","(1, 0, 1)",,,"(1, 0, 0)",,"(0, 0, 1)",,"(0, 1, 0)",,,"(1, 0, 0)",,,,,,,,,,,,,
395,2024-08-05,4,2,3,1,2,2,11,8,7,15,27,78,"(2, 1, 0)","(0, 2, 3)",,"(0, 0, 1)",Korea,,,,,,"(5, 1, 1)","(3, 3, 0)",,,"(0, 0, 1)",,,,,"(1, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
396,2024-08-05,8,3,4,0,1,1,0,0,1,6,45,3,"(2, 1, 2)","(3, 2, 3)","(2, 1, 0)","(0, 1, 0)",Japan,,,,,,,,"(3, 0, 1)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,
397,2024-08-05,3,7,5,1,0,0,9,10,6,3,45,75,"(1, 3, 1)","(1, 0, 0)",,"(2, 1, 2)",Italy,"(1, 0, 0)","(0, 1, 0)",,,,,"(1, 2, 1)","(1, 1, 1)",,,,,"(0, 2, 0)",,,"(1, 0, 1)",,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,
398,2024-08-05,2,2,3,1,0,0,7,5,5,3,21,51,,,,"(0, 0, 2)",Netherlands,,"(0, 1, 0)",,,,,,,,,,,"(4, 3, 1)","(1, 0, 1)",,,,"(0, 1, 0)","(1, 0, 1)",,,"(1, 0, 0)",,,,,,,,,,,,,,,
399,2024-08-05,2,1,1,1,1,0,3,1,0,6,12,12,,"(0, 1, 0)",,"(1, 0, 1)",Germany,"(0, 1, 1)",,,,,"(0, 1, 0)",,,"(3, 1, 0)",,,"(1, 0, 0)","(1, 0, 1)","(0, 1, 0)",,,,,,,,"(1, 0, 0)",,"(0, 0, 1)",,,,,,,,,,,,,
400,2024-08-05,1,1,4,0,0,1,5,4,8,3,18,51,"(0, 0, 1)","(1, 0, 0)",,"(3, 2, 3)",Canada,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 1, 0)","(1, 0, 0)",,"(0, 0, 1)","(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
401,2024-08-05,1,3,0,3,5,1,2,2,1,27,12,15,,,,,New Zealand,"(1, 0, 0)",,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,
402,2024-08-05,3,3,0,3,3,2,0,0,2,24,18,6,"(1, 1, 1)",,,"(2, 1, 0)",Hungary,,,,,,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
403,2024-08-05,1,2,0,3,3,2,2,1,2,24,9,15,,"(0, 0, 1)",,"(2, 0, 0)",Sweden,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,"(0, 1, 0)",,,,"(1, 0, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
404,2024-08-05,2,0,1,3,3,1,1,3,0,21,9,12,,,,"(1, 0, 1)",Romania,,,,,,,,,,,,,"(2, 3, 0)",,,,,,,,,,,,,,,,,,,,,,,,
405,2024-08-05,3,0,2,3,0,3,0,0,1,18,15,3,,,,"(1, 0, 2)",Ireland,,,,,,,,"(1, 0, 0)",,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
406,2024-08-05,0,2,1,0,0,1,2,5,6,3,9,39,,"(1, 1, 2)","(0, 0, 1)",,Brazil,,,,,,,,"(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,"(0, 1, 1)",,,,,,,,,,,,,,
407,2024-08-05,0,2,1,2,2,3,2,0,2,21,9,12,"(1, 0, 1)",,,,Ukraine,,,,,,,"(0, 1, 0)","(0, 1, 0)",,,,,,"(1, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,
408,2024-08-05,1,0,1,2,1,2,1,1,1,15,6,9,,"(1, 0, 0)",,,Croatia,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,
409,2024-08-05,2,0,1,2,0,3,0,0,2,15,9,6,,"(0, 0, 1)",,,Belgium,,"(2, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2024-08-05,1,0,0,2,0,2,1,0,2,12,3,9,"(2, 0, 0)",,,"(0, 0, 2)","Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2024-08-05,2,0,0,2,0,0,0,0,0,6,6,0,,"(2, 0, 0)",,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,2024-08-05,2,0,0,2,0,0,0,0,0,6,6,0,,,,,Philippines,,,,,,,,"(2, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2024-08-05,1,0,0,1,0,0,2,0,0,3,3,6,,,,,Serbia,,,,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
414,2024-08-05,1,1,1,1,4,1,0,3,0,18,9,9,,"(0, 2, 1)",,,Israel,,,,,,,,"(0, 1, 0)",,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,
415,2024-08-05,1,1,4,1,3,5,0,2,1,27,18,9,,"(0, 0, 1)",,,Spain,"(0, 0, 1)",,,,,,,,,,,,,"(0, 1, 1)",,"(0, 1, 1)",,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,,,
416,2024-08-05,1,2,1,1,2,1,0,0,0,12,12,0,,"(1, 2, 0)",,,Georgia,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
417,2024-08-05,0,0,2,1,1,4,1,1,2,18,6,12,,,,"(0, 0, 1)",Switzerland,,,,,,,"(1, 0, 1)",,,,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,
418,2024-08-05,1,1,1,0,0,1,1,1,2,3,9,12,,"(1, 0, 1)",,,Kazakhstan,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2024-08-05,0,0,2,1,1,2,1,1,0,12,6,6,,,,"(1, 1, 0)",South Africa,,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2024-08-05,1,1,1,1,1,1,0,0,0,9,9,0,,,,,Kenya,,,,,,,,,,,,,,"(1, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,
421,2024-08-05,1,0,0,0,1,0,1,1,0,3,3,6,,,,,Denmark,,,,,,,,,"(0, 1, 0)",,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,
422,2024-08-05,1,0,2,1,0,3,0,0,1,12,9,3,,,,,Chinese Taipei,,,,,,,"(0, 0, 1)","(0, 0, 1)",,,,,,,"(1, 0, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
423,2024-08-05,0,0,2,1,0,2,1,0,0,9,6,3,,"(1, 0, 2)",,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2024-08-05,0,0,1,1,0,0,1,0,1,3,3,6,"(0, 0, 1)",,,,Czechia,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
425,2024-08-05,0,0,1,1,0,1,1,0,0,6,3,3,,,,,Guatemala,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2024-08-05,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Algeria,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2024-08-05,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Argentina,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
428,2024-08-05,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Chile,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2024-08-05,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Dominica,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
430,2024-08-05,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Ecuador,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
431,2024-08-05,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Saint Lucia,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
432,2024-08-05,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Norway,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
433,2024-08-05,1,0,0,1,0,0,0,0,0,3,3,0,,"(1, 0, 0)",,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2024-08-05,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Uganda,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
435,2024-08-05,0,1,1,0,2,1,0,1,0,9,6,3,,,,,Jamaica,,,,,,,,,,,,,,"(0, 2, 1)",,,,,,,,,,,,,,,,,,,,,,,
436,2024-08-05,0,1,0,0,2,1,0,1,1,9,3,6,,"(0, 1, 0)",,,Mexico,,,,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2024-08-05,0,1,0,0,2,1,0,1,1,9,3,6,,,,,DPR Korea,,,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
438,2024-08-05,0,1,0,0,2,0,0,1,0,6,3,3,,,,,Ethiopia,,,,,,,,,,,,,,"(0, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,
439,2024-08-05,0,1,4,0,1,5,0,0,1,18,15,3,,"(0, 0, 1)",,"(0, 1, 0)",Greece,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
440,2024-08-05,0,0,1,0,1,3,0,1,2,12,3,9,"(0, 0, 1)",,,,Poland,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,
441,2024-08-05,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 1, 1)",,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2024-08-05,0,0,1,0,1,0,0,1,1,3,3,6,,,,,Türkiye,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2024-08-05,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Armenia,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,2024-08-05,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Colombia,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2024-08-05,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Fiji,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2024-08-05,0,1,0,0,1,0,0,0,0,3,3,0,,"(0, 1, 0)",,,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,2024-08-05,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Thailand,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,
448,2024-08-05,0,1,0,0,1,0,0,0,0,3,3,0,"(0, 1, 0)",,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2024-08-05,0,0,1,0,0,1,0,0,3,3,3,9,,,,,India,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2024-08-05,0,0,3,0,0,3,0,0,0,9,9,0,,"(0, 0, 2)",,,Tajikistan,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
451,2024-08-05,0,0,2,0,0,2,0,0,0,6,6,0,,,,,Dominican Republic,,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
452,2024-08-05,0,0,1,0,0,2,0,0,1,6,3,3,,,,,Lithuania,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,
453,2024-08-05,0,0,2,0,0,2,0,0,0,6,6,0,,,,,Malaysia,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,
454,2024-08-05,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 2)",,,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2024-08-05,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2024-08-05,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Cabo Verde,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
457,2024-08-05,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Cuba,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
458,2024-08-05,0,0,1,0,0,1,0,0,0,3,3,0,"(0, 0, 1)",,,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2024-08-05,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Grenada,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
460,2024-08-05,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Indonesia,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,
461,2024-08-05,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2024-08-05,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Slovakia,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2024-08-06,8,10,14,1,3,1,0,1,0,15,96,3,"(2, 1, 1)",,"(0, 1, 1)","(8, 13, 7)",United States,"(0, 0, 1)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 1, 1)","(1, 3, 1)","(3, 1, 6)","(0, 1, 0)",,"(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(5, 5, 6)",,"(0, 1, 1)",,,"(0, 0, 1)","(0, 0, 1)","(1, 0, 0)","(0, 0, 1)","(1, 0, 0)",,"(1, 0, 0)",,,,,,,,,,,,
464,2024-08-06,11,8,6,3,2,1,22,21,16,18,75,177,,"(0, 0, 1)",,"(2, 3, 7)",China,,,,"(5, 1, 0)",,"(0, 1, 0)","(5, 2, 3)","(2, 5, 2)",,"(3, 1, 0)","(1, 0, 0)",,,"(1, 1, 1)","(2, 3, 0)","(1, 1, 0)","(0, 1, 1)",,,"(0, 1, 0)",,,,,"(0, 1, 1)",,,,,,,,,,,,
465,2024-08-06,2,6,2,0,0,1,0,1,0,3,30,3,,,"(1, 0, 0)","(7, 8, 3)",Australia,"(3, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(0, 1, 2)",,"(1, 0, 0)",,"(1, 0, 0)","(0, 1, 0)",,,,"(0, 1, 0)","(0, 0, 1)",,,,,,,,,,,,,
466,2024-08-06,9,9,10,1,0,0,0,1,1,3,84,6,"(1, 4, 2)","(2, 2, 6)",,"(4, 1, 2)",France,"(1, 2, 0)","(0, 1, 1)","(1, 1, 0)",,"(1, 0, 0)","(0, 1, 1)","(0, 1, 0)",,"(0, 1, 1)","(0, 0, 1)","(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 0, 1)",,,"(0, 1, 0)","(1, 0, 1)",,,,,,,,,,,,,,
467,2024-08-06,5,12,5,0,0,2,2,0,3,6,66,15,,,"(0, 0, 1)","(1, 4, 0)",Great Britain,"(0, 2, 2)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 1, 0)","(0, 0, 2)","(2, 0, 3)",,"(0, 1, 0)","(1, 0, 2)","(3, 2, 3)","(1, 1, 1)",,,"(1, 0, 0)",,"(0, 0, 1)","(0, 0, 1)","(0, 1, 0)",,,"(1, 1, 0)",,,,,,,,,,,,,
468,2024-08-06,4,2,3,1,2,2,11,8,7,15,27,78,"(2, 1, 0)","(0, 2, 3)",,"(0, 0, 1)",Korea,,,,,,"(5, 1, 1)","(3, 3, 0)",,,"(0, 0, 1)",,,,,"(1, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
469,2024-08-06,9,3,4,0,1,1,0,0,1,6,48,3,"(2, 1, 2)","(3, 2, 3)","(2, 2, 0)","(0, 1, 0)",Japan,,,,,,,,"(3, 0, 1)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,"(0, 0, 1)",,,,"(1, 0, 1)",,,,,,,,,,,,
470,2024-08-06,3,7,6,1,0,0,9,10,7,3,48,78,"(1, 3, 1)","(1, 0, 0)",,"(2, 1, 2)",Italy,"(1, 0, 0)","(0, 1, 0)",,,,,"(1, 2, 1)","(1, 1, 1)",,,,,"(0, 2, 0)","(0, 0, 1)",,"(1, 0, 1)",,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,
