,date,men_gold,men_silver,men_bronze,total_gold,total_silver,total_bronze,women_gold,women_silver,women_bronze,total_medals,men_total,women_total,Fencing,Judo,Skateboarding,Swimming,country,Canoe Slalom,Cycling Road,Cycling Mountain Bike,Diving,Rugby Sevens,Archery,Shooting,Artistic Gymnastics,Equestrian,Table Tennis,Cycling BMX Freestyle,Triathlon,Rowing,Athletics,Badminton,Tennis,Trampoline Gymnastics,Cycling BMX Racing,Sailing,Boxing,Golf,3x3 Basketball,Surfing,Cycling Track,Wrestling,Artistic Swimming,Weightlifting,Sport Climbing,Taekwondo,Canoe Sprint,Marathon Swimming,Hockey,Football,Volleyball,Breaking,Rhythmic Gymnastics,Beach Volleyball
111,2024-07-31,4,5,0,1,0,1,6,6,5,6,27,51,,,,"(1, 2, 0)",Great Britain,"(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 2)",,,"(1, 0, 0)",,"(1, 0, 1)",,"(0, 1, 0)","(1, 0, 1)","(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,
112,2024-07-31,3,0,2,0,1,1,6,3,3,6,15,36,"(2, 0, 0)","(0, 1, 1)",,"(0, 0, 1)",Korea,,,,,,"(2, 0, 0)","(2, 2, 0)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2024-07-31,1,4,6,5,13,12,4,9,6,90,33,57,"(1, 1, 1)",,"(0, 1, 1)","(3, 8, 6)",United States,"(0, 0, 1)","(0, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)",,,"(1, 0, 1)",,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
114,2024-07-31,2,4,4,3,6,4,1,2,0,39,30,9,"(1, 1, 1)",,,"(2, 0, 2)",Italy,,"(0, 1, 0)",,,,,"(0, 2, 1)","(0, 1, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,
115,2024-07-31,0,0,2,2,2,3,2,2,1,21,6,15,"(0, 0, 1)","(1, 0, 0)",,"(1, 1, 1)",Canada,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2024-07-31,1,0,0,1,0,0,2,2,2,3,3,18,,"(0, 1, 0)",,"(1, 0, 1)",Germany,"(0, 1, 0)",,,,,,,,"(1, 0, 0)",,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
117,2024-07-31,1,0,0,2,0,2,1,0,2,12,3,9,"(2, 0, 0)",,,"(0, 0, 2)","Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2024-07-31,0,1,0,1,1,2,1,0,2,12,3,9,,"(0, 0, 1)",,"(1, 0, 0)",Sweden,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2024-07-31,1,0,1,1,1,1,0,1,0,9,6,3,,,,"(0, 0, 1)",Netherlands,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,
120,2024-07-31,1,1,0,1,1,0,0,0,0,6,6,0,,"(1, 1, 0)",,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2024-07-31,0,1,0,1,1,0,1,0,0,6,3,3,,,,,New Zealand,,,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,
122,2024-07-31,1,0,1,1,0,2,0,0,1,9,6,3,,"(0, 0, 1)",,,Belgium,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2024-07-31,1,0,1,0,0,1,1,0,2,3,6,9,,"(1, 0, 1)",,,Kazakhstan,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2024-07-31,0,0,2,1,0,2,1,0,0,9,6,3,,,,"(1, 0, 0)",South Africa,,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2024-07-31,0,0,1,1,0,1,1,0,0,6,3,3,,"(1, 0, 0)",,,Croatia,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2024-07-31,0,0,1,1,0,1,1,0,0,6,3,3,,,,,Guatemala,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2024-07-31,1,0,0,1,0,1,0,0,1,6,3,3,,,,"(1, 0, 1)",Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2024-07-31,1,0,1,1,0,1,0,0,0,6,6,0,,,,"(1, 0, 1)",Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2024-07-31,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Argentina,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
130,2024-07-31,1,0,0,1,0,0,0,0,0,3,3,0,,"(1, 0, 0)",,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2024-07-31,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Ecuador,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
132,2024-07-31,1,0,0,1,0,0,0,0,0,3,3,0,,"(1, 0, 0)",,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2024-07-31,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Serbia,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2024-07-31,1,0,0,1,0,0,0,0,0,3,3,0,,"(1, 0, 0)",,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2024-07-31,0,2,0,0,2,3,0,0,3,15,6,9,,"(0, 1, 1)","(0, 0, 1)",,Brazil,,,,,,,,"(0, 0, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
136,2024-07-31,0,2,0,0,2,1,0,0,1,9,6,3,"(0, 1, 1)",,,"(0, 1, 0)",Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2024-07-31,0,1,0,0,2,0,0,1,0,6,3,3,,,,,DPR Korea,,,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2024-07-31,0,0,1,0,1,2,0,1,1,9,3,6,"(0, 0, 1)",,,,Poland,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
139,2024-07-31,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 1, 1)",,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2024-07-31,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 1, 0)",,,Mexico,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2024-07-31,0,1,1,0,1,1,0,0,0,6,6,0,,,,,Switzerland,,,,,,,"(0, 0, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,
142,2024-07-31,0,0,1,0,1,0,0,1,1,3,3,6,,,,,Türkiye,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2024-07-31,0,1,0,0,1,1,0,0,1,6,3,3,"(0, 0, 1)",,,,Ukraine,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2024-07-31,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Fiji,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2024-07-31,0,1,0,0,1,0,0,0,0,3,3,0,,"(0, 1, 0)",,,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2024-07-31,0,1,0,0,1,0,0,0,0,3,3,0,"(0, 1, 0)",,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2024-07-31,0,0,1,0,0,1,0,0,3,3,3,9,,,,,India,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2024-07-31,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 1)",,,Spain,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
149,2024-07-31,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 2)",,,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2024-07-31,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2024-07-31,0,0,1,0,0,1,0,0,0,3,3,0,"(0, 0, 1)",,,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2024-07-31,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2024-07-31,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Slovakia,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2024-07-31,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2024-08-01,5,4,1,2,0,0,11,7,6,6,30,72,,"(0, 0, 1)",,"(1, 2, 4)",China,,,,"(3, 0, 0)",,"(0, 1, 0)","(4, 2, 0)","(0, 2, 1)",,"(1, 0, 0)","(1, 0, 0)",,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
156,2024-08-01,2,4,6,9,15,13,7,11,7,111,36,75,"(2, 1, 1)",,"(0, 1, 1)","(4, 10, 6)",United States,"(0, 0, 1)","(0, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)",,,"(2, 0, 2)",,,"(0, 1, 0)",,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,
157,2024-08-01,5,6,4,0,1,0,8,11,8,3,45,81,"(1, 4, 1)","(0, 2, 5)",,"(3, 1, 0)",France,"(1, 1, 0)",,"(1, 1, 0)",,"(1, 0, 0)","(0, 1, 0)",,,"(0, 1, 0)",,"(0, 0, 1)","(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,
158,2024-08-01,0,4,1,0,1,0,8,6,4,3,15,54,,,,"(5, 5, 1)",Australia,"(2, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
159,2024-08-01,6,2,2,0,0,1,8,3,5,3,30,48,"(1, 0, 1)","(3, 1, 3)","(2, 1, 0)","(0, 1, 0)",Japan,,,,,,,,"(2, 0, 0)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2024-08-01,4,5,1,1,0,1,6,7,7,6,30,60,,,,"(1, 2, 0)",Great Britain,"(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 2)",,,"(1, 0, 0)",,"(1, 0, 1)",,"(0, 1, 0)","(1, 0, 1)","(1, 1, 2)",,,,,,,,,,,,,,,,,,,,,,,,
161,2024-08-01,3,0,2,0,1,1,6,3,3,6,15,36,"(2, 0, 0)","(0, 1, 1)",,"(0, 0, 1)",Korea,,,,,,"(2, 0, 0)","(2, 2, 0)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2024-08-01,3,4,4,5,7,4,2,3,0,48,33,15,"(1, 2, 1)","(1, 0, 0)",,"(2, 0, 2)",Italy,"(1, 0, 0)","(0, 1, 0)",,,,,"(0, 2, 1)","(0, 1, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,
163,2024-08-01,0,0,2,3,2,3,3,2,1,24,6,18,"(0, 0, 1)","(1, 0, 0)",,"(2, 1, 1)",Canada,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2024-08-01,1,0,0,1,0,0,2,2,2,3,3,18,,"(0, 1, 0)",,"(1, 0, 1)",Germany,"(0, 1, 0)",,,,,,,,"(1, 0, 0)",,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
165,2024-08-01,1,1,1,2,2,2,1,1,1,18,9,9,,,,"(0, 0, 2)",Netherlands,,,,,,,,,,,,,"(2, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,,
166,2024-08-01,0,2,0,2,2,1,2,0,1,15,6,9,,,,,New Zealand,,,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,
167,2024-08-01,2,0,1,2,1,1,0,1,0,12,9,3,,,,"(1, 0, 1)",Romania,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,
168,2024-08-01,1,0,0,2,0,2,1,0,2,12,3,9,"(2, 0, 0)",,,"(0, 0, 2)","Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2024-08-01,2,0,0,2,0,0,0,0,0,6,6,0,,"(2, 0, 0)",,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2024-08-01,1,2,0,1,2,1,0,0,1,12,9,3,"(0, 1, 1)",,,"(1, 1, 0)",Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2024-08-01,1,2,0,1,2,0,0,0,0,9,9,0,,"(1, 2, 0)",,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2024-08-01,0,0,2,1,1,2,1,1,0,12,6,6,,,,"(1, 1, 0)",South Africa,,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2024-08-01,0,1,0,1,1,2,1,0,2,12,3,9,,"(0, 0, 1)",,"(1, 0, 0)",Sweden,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2024-08-01,1,0,1,1,0,2,0,0,1,9,6,3,,"(0, 0, 1)",,,Belgium,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2024-08-01,1,0,1,1,0,2,0,0,1,9,6,3,,,,"(1, 0, 1)",Ireland,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
176,2024-08-01,1,0,1,0,0,1,1,0,2,3,6,9,,"(1, 0, 1)",,,Kazakhstan,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2024-08-01,0,0,1,1,0,1,1,0,0,6,3,3,,"(1, 0, 0)",,,Croatia,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2024-08-01,0,0,1,1,0,1,1,0,0,6,3,3,,,,,Guatemala,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2024-08-01,0,0,1,1,0,1,1,0,0,6,3,3,,"(1, 0, 1)",,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2024-08-01,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Argentina,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
181,2024-08-01,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Ecuador,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
182,2024-08-01,1,0,0,1,0,0,0,0,0,3,3,0,,"(1, 0, 0)",,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2024-08-01,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Serbia,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2024-08-01,0,2,0,0,3,3,0,1,3,18,6,12,,"(0, 1, 1)","(0, 0, 1)",,Brazil,,,,,,,,"(0, 1, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
185,2024-08-01,0,1,0,0,2,0,0,1,0,6,3,3,,,,,DPR Korea,,,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2024-08-01,0,0,3,0,1,3,0,1,0,12,9,3,,"(0, 0, 1)",,,Spain,"(0, 0, 1)",,,,,,,,,,,,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,
187,2024-08-01,0,0,1,0,1,2,0,1,1,9,3,6,"(0, 0, 1)",,,,Poland,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
188,2024-08-01,0,0,1,0,1,2,0,1,1,9,3,6,,,,"(0, 0, 1)",Switzerland,,,,,,,"(0, 0, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,
189,2024-08-01,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 0, 1)",,"(0, 1, 0)",Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2024-08-01,0,0,1,0,1,1,0,1,0,6,3,3,,"(0, 1, 1)",,,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2024-08-01,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 1, 1)",,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2024-08-01,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 1, 0)",,,Mexico,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2024-08-01,0,0,1,0,1,0,0,1,1,3,3,6,,,,,Türkiye,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2024-08-01,0,1,0,0,1,1,0,0,1,6,3,3,"(0, 0, 1)",,,,Ukraine,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2024-08-01,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Fiji,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2024-08-01,0,1,0,0,1,0,0,0,0,3,3,0,,"(0, 1, 0)",,,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2024-08-01,0,1,0,0,1,0,0,0,0,3,3,0,"(0, 1, 0)",,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2024-08-01,0,0,1,0,0,1,0,0,3,3,3,9,,,,,India,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2024-08-01,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 2)",,,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2024-08-01,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2024-08-01,0,0,1,0,0,1,0,0,0,3,3,0,"(0, 0, 1)",,,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2024-08-01,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2024-08-01,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Slovakia,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2024-08-01,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2024-08-02,6,5,3,3,1,0,13,9,9,12,42,93,,"(0, 0, 1)",,"(1, 2, 5)",China,,,,"(4, 0, 0)",,"(0, 1, 0)","(4, 2, 1)","(0, 2, 1)",,"(1, 0, 0)","(1, 0, 0)",,,"(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 1)",,,,,,,,,,,,,,,,,,,,
206,2024-08-02,8,7,6,0,1,1,11,12,13,6,63,108,"(1, 4, 1)","(1, 2, 6)",,"(4, 1, 1)",France,"(1, 1, 0)",,"(1, 1, 0)",,"(1, 0, 0)","(0, 1, 0)",,,"(0, 1, 1)",,"(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 0, 1)",,,,,,,,,,,,,,,,,,
207,2024-08-02,1,4,1,0,1,0,11,6,5,3,18,66,,,,"(7, 5, 1)",Australia,"(2, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(0, 0, 1)",,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,
208,2024-08-02,2,4,8,0,0,1,0,1,0,3,42,3,"(2, 1, 1)",,"(0, 1, 1)","(4, 11, 6)",United States,"(0, 0, 1)","(0, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 0, 1)","(0, 1, 0)","(2, 0, 2)","(0, 1, 0)",,"(0, 1, 0)",,"(1, 0, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
209,2024-08-02,4,8,2,2,0,1,9,10,8,9,42,81,,,,"(1, 4, 0)",Great Britain,"(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 0, 0)",,"(2, 0, 1)",,"(0, 1, 0)","(1, 0, 1)","(2, 2, 2)",,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,
210,2024-08-02,6,3,2,0,0,1,0,0,1,3,33,3,"(1, 1, 1)","(3, 1, 3)","(2, 1, 0)","(0, 1, 0)",Japan,,,,,,,,"(2, 0, 0)","(0, 0, 1)",,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,
211,2024-08-02,3,1,2,1,2,1,7,5,4,12,18,48,"(2, 0, 0)","(0, 2, 2)",,"(0, 0, 1)",Korea,,,,,,"(3, 0, 0)","(2, 2, 0)",,,"(0, 0, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,
212,2024-08-02,3,5,4,5,8,4,2,3,0,51,36,15,"(1, 2, 1)","(1, 0, 0)",,"(2, 0, 2)",Italy,"(1, 0, 0)","(0, 1, 0)",,,,,"(0, 2, 1)","(0, 1, 0)",,,,,"(0, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,,
213,2024-08-02,1,1,1,4,3,2,3,2,1,27,9,18,,,,"(0, 0, 2)",Netherlands,,,,,,,,,,,,,"(3, 2, 0)",,,,,"(0, 1, 0)","(1, 0, 0)",,,,,,,,,,,,,,,,,,
214,2024-08-02,0,0,2,0,0,1,3,2,6,3,6,33,"(0, 0, 1)","(1, 0, 0)",,"(2, 1, 2)",Canada,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,"(0, 0, 1)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,
215,2024-08-02,1,0,0,0,1,0,1,0,0,3,3,3,,"(0, 1, 0)",,"(1, 0, 1)",Germany,"(0, 1, 0)",,,,,"(0, 1, 0)",,,"(1, 0, 0)",,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
216,2024-08-02,0,3,0,2,3,1,2,0,1,18,9,9,,,,,New Zealand,,,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 1, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
217,2024-08-02,2,0,1,2,3,1,0,3,0,18,9,9,,,,"(1, 0, 1)",Romania,,,,,,,,,,,,,"(1, 3, 0)",,,,,,,,,,,,,,,,,,,,,,,,
218,2024-08-02,2,2,0,2,2,1,0,0,1,15,12,3,"(1, 1, 1)",,,"(1, 1, 0)",Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2024-08-02,1,0,0,2,0,2,1,0,2,12,3,9,"(2, 0, 0)",,,"(0, 0, 2)","Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2024-08-02,2,0,1,2,0,2,0,0,1,12,9,3,,,,"(1, 0, 1)",Ireland,,,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
221,2024-08-02,1,0,1,2,0,1,1,0,0,9,6,3,,"(1, 0, 0)",,,Croatia,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,
222,2024-08-02,2,0,0,2,0,0,0,0,0,6,6,0,,"(2, 0, 0)",,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2024-08-02,0,2,0,1,3,3,1,1,3,21,6,15,,"(1, 1, 1)","(0, 0, 1)",,Brazil,,,,,,,,"(0, 1, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
224,2024-08-02,0,1,0,1,2,2,1,1,2,15,3,12,,"(0, 0, 1)",,"(1, 0, 0)",Sweden,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
225,2024-08-02,1,2,0,1,2,0,0,0,0,9,9,0,,"(1, 2, 0)",,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2024-08-02,0,0,2,1,1,4,1,1,2,18,6,12,,,,"(0, 0, 1)",Switzerland,,,,,,,"(1, 0, 1)",,,,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,
227,2024-08-02,1,0,3,1,1,3,0,1,0,15,12,3,,"(0, 0, 1)",,,Spain,"(0, 0, 1)",,,,,,,,,,,,,"(0, 1, 1)",,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,
228,2024-08-02,0,0,2,1,1,2,1,1,0,12,6,6,,,,"(1, 1, 0)",South Africa,,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2024-08-02,1,0,1,1,0,2,0,0,1,9,6,3,,"(0, 0, 1)",,,Belgium,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2024-08-02,1,0,1,0,0,1,1,0,2,3,6,9,,"(1, 0, 1)",,,Kazakhstan,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2024-08-02,0,0,2,1,0,2,1,0,0,9,6,3,,"(1, 0, 2)",,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2024-08-02,0,0,1,1,0,0,1,0,1,3,3,6,"(0, 0, 1)",,,,Czechia,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
233,2024-08-02,0,0,1,1,0,1,1,0,0,6,3,3,,,,,Guatemala,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
