,date,country,men_gold,men_silver,men_bronze,total_gold,total_silver,total_bronze,women_gold,women_silver,women_bronze,total_medals,men_total,women_total,Fencing,Judo,Skateboarding,Swimming,Canoe Slalom,Cycling Road,Cycling Mountain Bike,Diving,Rugby Sevens,Archery,Shooting,Artistic Gymnastics,Equestrian,Table Tennis,Cycling BMX Freestyle,Triathlon,Rowing,Athletics,Badminton,Tennis,Trampoline Gymnastics,Cycling BMX Racing,Sailing,Boxing,Golf,3x3 Basketball,Surfing,Cycling Track,Wrestling,Artistic Swimming,Weightlifting,Sport Climbing,Taekwondo,Canoe Sprint,Marathon Swimming,Hockey,Football,Volleyball,Breaking,Rhythmic Gymnastics,Beach Volleyball
0,2024-07-28,Japan,2,1,1,4,2,1,2,1,0,7,4,3,"(1, 0, 0)","(2, 0, 1)","(1, 1, 0)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-28,Australia,0,2,0,4,2,0,4,0,0,6,2,4,,,,"(2, 2, 0)","(1, 0, 0)","(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-28,United States,1,1,1,3,6,3,2,5,2,12,3,9,"(1, 1, 0)",,,"(2, 3, 2)",,"(0, 0, 1)","(0, 1, 0)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-28,France,2,2,0,3,3,2,1,1,2,8,4,4,"(0, 2, 0)","(0, 1, 2)",,"(1, 0, 0)",,,"(1, 0, 0)",,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-28,Korea,1,0,1,3,2,1,2,1,0,6,2,3,"(1, 0, 0)",,,"(0, 0, 1)",,,,,,"(1, 0, 0)","(1, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-28,China,1,0,0,3,1,2,1,1,2,6,1,4,,,,"(0, 0, 2)",,,,"(1, 0, 0)",,"(0, 1, 0)","(2, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-28,Italy,1,2,3,1,2,3,0,0,0,6,6,0,"(0, 0, 1)",,,"(1, 0, 1)",,"(0, 1, 0)",,,,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-28,Kazakhstan,1,0,1,1,0,2,0,0,0,3,2,0,,"(1, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-28,Belgium,1,0,1,1,0,1,0,0,0,2,2,0,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-28,Germany,1,0,0,1,0,0,0,0,0,1,1,0,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-07-28,"Hong Kong, China",1,0,0,1,0,0,0,0,0,1,1,0,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-28,Uzbekistan,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-07-28,Great Britain,0,1,0,0,2,2,0,1,2,4,1,3,,,,"(0, 1, 0)","(0, 0, 1)","(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-07-28,Brazil,0,1,0,0,1,2,0,0,2,3,1,2,,"(0, 1, 1)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-07-28,Canada,0,1,1,0,1,1,0,0,0,2,2,0,"(0, 0, 1)",,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-07-28,Fiji,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-07-28,Kosovo,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-07-28,Mongolia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-07-28,Poland,0,1,0,0,1,0,0,0,0,1,1,0,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-07-28,Tunisia,0,1,0,0,1,0,0,0,0,1,1,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-07-28,Sweden,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-07-28,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-07-28,Spain,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-07-28,Hungary,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-07-28,India,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-07-28,Republic of Moldova,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-07-28,Mexico,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-07-28,South Africa,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-07-29,Japan,4,1,2,6,2,4,2,1,1,12,7,4,"(1, 0, 0)","(2, 0, 3)","(2, 1, 0)","(0, 1, 0)",,,,,,,,"(1, 0, 0)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-07-29,France,3,5,0,5,8,3,2,2,3,16,8,7,"(1, 3, 0)","(0, 2, 3)",,"(1, 0, 0)","(1, 0, 0)",,"(1, 1, 0)",,"(1, 0, 0)","(0, 1, 0)",,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-07-29,China,3,2,0,5,5,2,1,3,2,12,5,6,,,,"(0, 2, 2)",,,,"(2, 0, 0)",,"(0, 1, 0)","(3, 1, 0)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-07-29,Australia,0,2,0,5,4,0,5,1,0,9,2,6,,,,"(3, 3, 0)","(1, 0, 0)","(1, 0, 0)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-07-29,Korea,2,0,1,5,3,1,3,2,0,9,3,5,"(1, 0, 0)","(0, 1, 0)",,"(0, 0, 1)",,,,,,"(2, 0, 0)","(2, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-07-29,United States,1,2,6,3,8,9,2,6,3,20,9,11,"(1, 1, 1)",,"(0, 1, 1)","(2, 4, 5)",,"(0, 0, 1)","(0, 1, 0)","(0, 1, 0)",,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-07-29,Great Britain,1,4,0,2,5,3,0,1,2,10,5,3,,,,"(0, 2, 0)","(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 1)",,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-07-29,Italy,2,3,3,2,3,3,0,0,0,8,8,0,"(0, 1, 1)",,,"(2, 0, 1)",,"(0, 1, 0)",,,,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2024-07-29,Canada,0,0,1,2,1,2,2,1,1,5,1,4,"(0, 0, 1)","(1, 0, 0)",,"(1, 1, 0)",,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2024-07-29,"Hong Kong, China",1,0,0,2,0,1,1,0,1,3,1,2,"(2, 0, 0)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2024-07-29,Germany,1,0,0,2,0,0,0,0,0,2,1,0,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2024-07-29,Kazakhstan,1,0,1,1,0,2,0,0,0,3,2,0,,"(1, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2024-07-29,South Africa,0,0,2,1,0,2,1,0,0,3,2,1,,,,"(1, 0, 0)",,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2024-07-29,Belgium,1,0,1,1,0,1,0,0,0,2,2,0,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2024-07-29,Azerbaijan,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2024-07-29,Romania,1,0,0,1,0,0,0,0,0,1,1,0,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2024-07-29,Uzbekistan,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2024-07-29,Brazil,0,1,0,0,1,2,0,0,2,3,1,2,,"(0, 1, 1)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2024-07-29,Sweden,0,1,0,0,1,2,0,0,2,3,1,2,,"(0, 0, 1)",,,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2024-07-29,Fiji,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2024-07-29,Kosovo,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2024-07-29,Mongolia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2024-07-29,Poland,0,1,0,0,1,0,0,0,0,1,1,0,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2024-07-29,Tunisia,0,1,0,0,1,0,0,0,0,1,1,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2024-07-29,Republic of Moldova,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2024-07-29,Croatia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2024-07-29,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2024-07-29,Spain,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2024-07-29,Hungary,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2024-07-29,India,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2024-07-29,Ireland,0,0,1,0,0,1,0,0,0,1,1,0,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2024-07-29,Mexico,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2024-07-29,Switzerland,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2024-07-29,Slovakia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2024-07-29,Türkiye,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2024-07-29,Ukraine,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2024-07-30,Japan,5,1,2,7,2,4,2,1,1,13,8,4,"(1, 0, 0)","(3, 0, 3)","(2, 1, 0)","(0, 1, 0)",,,,,,,,"(1, 0, 0)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2024-07-30,China,3,3,0,6,6,2,1,3,2,14,6,6,,,,"(0, 2, 2)",,,,"(2, 0, 0)",,"(0, 1, 0)","(3, 2, 0)","(0, 1, 0)",,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2024-07-30,Australia,0,2,1,6,4,1,6,1,0,11,3,7,,,,"(4, 3, 1)","(1, 0, 0)","(1, 0, 0)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2024-07-30,France,3,5,0,5,9,4,2,3,4,18,8,9,"(1, 4, 0)","(0, 2, 4)",,"(1, 0, 0)","(1, 0, 0)",,"(1, 1, 0)",,"(1, 0, 0)","(0, 1, 0)",,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2024-07-30,Korea,2,0,2,5,3,3,3,2,0,11,4,5,"(1, 0, 0)","(0, 1, 1)",,"(0, 0, 1)",,,,,,"(2, 0, 0)","(2, 2, 0)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2024-07-30,United States,1,4,6,4,11,11,3,7,5,26,11,15,"(1, 1, 1)",,"(0, 1, 1)","(2, 7, 6)",,"(0, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)",,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2024-07-30,Great Britain,3,4,0,4,5,3,0,1,2,12,7,3,,,,"(1, 2, 0)","(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 1)",,,"(1, 0, 0)",,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2024-07-30,Italy,2,3,4,3,4,4,1,1,0,11,9,2,"(1, 1, 1)",,,"(2, 0, 2)",,"(0, 1, 0)",,,,,"(0, 1, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2024-07-30,Canada,0,0,1,2,2,2,2,2,1,6,1,5,"(0, 0, 1)","(1, 0, 0)",,"(1, 1, 0)",,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2024-07-30,"Hong Kong, China",1,0,0,2,0,1,1,0,1,3,1,2,"(2, 0, 0)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2024-07-30,Germany,1,0,0,2,0,0,0,0,0,2,1,0,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2024-07-30,Kazakhstan,1,0,1,1,0,2,0,0,0,3,2,0,,"(1, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2024-07-30,South Africa,0,0,2,1,0,2,1,0,0,3,2,1,,,,"(1, 0, 0)",,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2024-07-30,Belgium,1,0,1,1,0,1,0,0,0,2,2,0,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2024-07-30,Ireland,1,0,0,1,0,1,0,0,1,2,1,1,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2024-07-30,Azerbaijan,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2024-07-30,New Zealand,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2024-07-30,Romania,1,0,0,1,0,0,0,0,0,1,1,0,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2024-07-30,Slovenia,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2024-07-30,Serbia,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2024-07-30,Uzbekistan,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2024-07-30,Brazil,0,1,0,0,1,3,0,0,3,4,1,3,,"(0, 1, 1)","(0, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2024-07-30,Sweden,0,1,0,0,1,2,0,0,2,3,1,2,,"(0, 0, 1)",,,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2024-07-30,Kosovo,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2024-07-30,Mexico,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2024-07-30,Poland,0,1,1,0,1,1,0,0,0,2,2,0,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2024-07-30,Türkiye,0,0,1,0,1,1,0,0,0,2,1,0,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2024-07-30,Fiji,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2024-07-30,Georgia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2024-07-30,Mongolia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2024-07-30,DPR Korea,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2024-07-30,Tunisia,0,1,0,0,1,0,0,0,0,1,1,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2024-07-30,India,0,0,2,0,0,1,0,0,0,1,2,0,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2024-07-30,Republic of Moldova,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2024-07-30,Croatia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2024-07-30,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2024-07-30,Spain,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2024-07-30,Guatemala,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2024-07-30,Hungary,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2024-07-30,Switzerland,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2024-07-30,Slovakia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2024-07-30,Tajikistan,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2024-07-30,Ukraine,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2024-07-31,China,5,4,1,10,7,3,3,3,2,20,10,8,,,,"(1, 2, 2)",,,,"(3, 0, 0)",,"(0, 1, 0)","(4, 2, 0)","(0, 2, 1)",,"(1, 0, 0)","(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
108,2024-07-31,France,5,5,4,8,10,8,3,4,4,26,14,11,"(1, 4, 1)","(0, 2, 5)",,"(3, 1, 0)","(1, 0, 0)",,"(1, 1, 0)",,"(1, 0, 0)","(0, 1, 0)",,,"(0, 1, 0)",,"(0, 0, 1)","(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,
109,2024-07-31,Japan,6,2,2,8,3,4,2,1,1,15,10,4,"(1, 0, 0)","(3, 1, 3)","(2, 1, 0)","(0, 1, 0)",,,,,,,,"(2, 0, 0)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2024-07-31,Australia,0,4,1,7,6,3,7,1,2,16,5,10,,,,"(4, 5, 1)","(2, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,
111,2024-07-31,Great Britain,4,5,0,6,6,5,1,1,4,17,9,6,,,,"(1, 2, 0)","(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 2)",,,"(1, 0, 0)",,"(1, 0, 1)",,"(0, 1, 0)","(1, 0, 1)","(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,
112,2024-07-31,Korea,3,0,2,6,3,3,3,2,0,12,5,5,"(2, 0, 0)","(0, 1, 1)",,"(0, 0, 1)",,,,,,"(2, 0, 0)","(2, 2, 0)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2024-07-31,United States,1,4,6,5,13,12,4,9,6,30,11,19,"(1, 1, 1)",,"(0, 1, 1)","(3, 8, 6)","(0, 0, 1)","(0, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)",,,"(1, 0, 1)",,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
114,2024-07-31,Italy,2,4,4,3,6,4,1,2,0,13,10,3,"(1, 1, 1)",,,"(2, 0, 2)",,"(0, 1, 0)",,,,,"(0, 2, 1)","(0, 1, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,
115,2024-07-31,Canada,0,0,2,2,2,3,2,2,1,7,2,5,"(0, 0, 1)","(1, 0, 0)",,"(1, 1, 1)",,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2024-07-31,Germany,1,0,0,2,2,2,0,2,2,6,1,4,,"(0, 1, 0)",,"(1, 0, 1)","(0, 1, 0)",,,,,,,,"(1, 0, 0)",,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
117,2024-07-31,"Hong Kong, China",1,0,0,2,0,2,1,0,2,4,1,3,"(2, 0, 0)",,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2024-07-31,Sweden,0,1,0,1,1,2,1,0,2,4,1,3,,"(0, 0, 1)",,"(1, 0, 0)",,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2024-07-31,Netherlands,1,0,1,1,1,1,0,1,0,3,2,1,,,,"(0, 0, 1)",,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,
120,2024-07-31,Georgia,1,1,0,1,1,0,0,0,0,2,2,0,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2024-07-31,New Zealand,0,1,0,1,1,0,1,0,0,2,1,1,,,,,,,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,
122,2024-07-31,Belgium,1,0,1,1,0,2,0,0,1,3,2,1,,"(0, 0, 1)",,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2024-07-31,Kazakhstan,1,0,1,1,0,2,0,0,0,3,2,0,,"(1, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2024-07-31,South Africa,0,0,2,1,0,2,1,0,0,3,2,1,,,,"(1, 0, 0)",,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2024-07-31,Croatia,0,0,1,1,0,1,1,0,0,2,1,1,,"(1, 0, 0)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2024-07-31,Guatemala,0,0,1,1,0,1,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2024-07-31,Ireland,1,0,0,1,0,1,0,0,1,2,1,1,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2024-07-31,Romania,1,0,1,1,0,1,0,0,0,2,2,0,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2024-07-31,Argentina,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
